Electricity Load [kwh],Heating Load [kwh],Cooling Load [kwh],Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Wind Speed [m/s](Hourly),Environment:Site Wind Speed [m/s](Hourly)
0.0034879946472871647,0.0031188455031974046,0.0005282032109336119,0.0,1.9375,1.9375
0.003250638698285928,0.00435288303934355,0.0002393946095045488,0.0,2.5,2.5
0.0031319607237853143,0.0038314527299096305,0.0002730425412029579,0.0,1.5625,1.5625
0.0030726217365350055,0.003560464923987401,0.0002594412565753884,0.0,1.0,1.0
0.0033915432854892138,0.0037964410867840056,0.00021954144619166873,0.0,1.0,1.0
0.00427894370130791,0.0036243237933804738,0.00023290746837647207,0.0,1.0,1.0
0.005500294323468085,0.0029555950581329825,0.000376010922697841,0.0,1.0,1.0
0.006366627624416327,0.0027720546663294043,0.0004180601747339822,0.019875,1.0,1.0
0.0060960031999666865,0.004190176259553222,0.00021685036264825101,0.1288125,2.25,2.25
0.005669953823740333,0.0037383184277025466,0.0004868530836705338,0.2723125,3.0,3.0
0.00526714766250654,0.0023908264874541595,0.0013270620781966648,0.37325,3.0,3.0
0.005326486649756846,0.0017283729720343128,0.001874675593594238,0.3550625,3.0,3.0
0.00526714766250654,0.0012945094058874008,0.0014711533039326937,0.1323125,3.0,3.0
0.005089130700755599,0.0007774874040444269,0.0018703371998855679,0.54525,3.0,3.0
0.005029791713505292,0.0006822623468444074,0.001703520160261708,0.6395625,3.625,3.625
0.00534922157193558,0.0006736067711106931,0.0015748177697704224,0.433,4.0,4.0
0.0069127369580425264,0.0007773452779582003,0.0015002323564024616,0.0325625,4.0,4.0
0.008773455581545972,0.0006758961065715417,0.0017363574287405064,0.0,4.0,4.0
0.009103418993245939,0.0007036468756372175,0.0018803202005861564,0.0,4.0,4.0
0.00866299216465065,0.0010140378075352854,0.0016779554964667708,0.0,4.0,4.0
0.008425636215649415,0.000643436967670026,0.0021288469975980244,0.0,2.125,2.125
0.007456161898732805,0.0004686281977709176,0.0023007702832486417,0.0,1.0,1.0
0.005893297709313076,0.0008821065943167706,0.0017602633748072028,0.0,1.0,1.0
0.004531185403823027,0.001403303782325257,0.001201495460227566,0.0,1.0,1.0
0.0034879946472871647,0.002061563124913483,0.0007441746979487023,0.0,1.0,1.0
0.003250638698285928,0.0024971680958415826,0.0005584033059044022,0.0,1.0,1.0
0.0031319607237853143,0.0023033478659512862,0.0005311400425038706,0.0,0.375,0.375
0.0030726217365350055,0.0022564577881727652,0.0004927736547274572,0.0,0.0,0.0
0.0033915432854892138,0.002455558357414794,0.00042258982141454247,0.0,0.0,0.0
0.00427894370130791,0.002278236148141759,0.0004486489340532172,0.0,0.0,0.0
0.005500294323468085,0.0017837574280508287,0.0006944476982784845,0.0,0.0,0.0
0.0063750871857316,0.0016499539879520722,0.0008445839656746612,0.0215625,0.0,0.0
0.006281985529602826,0.0027972493527364073,0.0004194297701291491,0.08625,1.25,1.25
0.005855936153376473,0.0031147766942440204,0.00034784867412302915,0.0803125,2.0,2.0
0.005453129992142678,0.001577343605662604,0.0014414817353402185,0.2925,2.0,2.0
0.0055124689793929855,0.0012729751603701993,0.0010436531207839268,0.024375,2.0,2.0
0.0054296855083945435,0.0007757182122639267,0.0013774555005486792,0.111375,2.0,2.0
0.005275113030391737,0.0002918272780288843,0.001921237841542932,0.5694375,2.0,2.0
0.005215774043141431,7.763735405888405e-05,0.0020722158173911787,0.6313125,1.375,1.375
0.00553520390157172,4.447465078899783e-05,0.002100780592329833,0.4350625,1.0,1.0
0.00709871928767867,4.404432283523172e-05,0.001957494607757448,0.0328125,1.0,1.0
0.008781915142861247,1.3027602005799466e-05,0.0024422535782912605,0.0,1.0,1.0
0.009103418993245939,2.3793060014641417e-05,0.0028436068135166146,0.0,1.0,1.0
0.00866299216465065,4.4757135321432396e-05,0.002780486944267509,0.0,1.0,1.0
0.008425636215649415,8.361917534093127e-05,0.0026994797525560013,0.0,1.0,1.0
0.007456161898732805,0.0001513485892737849,0.002547099661131829,0.0,1.0,1.0
0.005893297709313076,0.0003515505867817636,0.0021866974352224683,0.0,1.0,1.0
0.004531185403823027,0.0006585943350126025,0.0017762278738395073,0.0,1.0,1.0
0.0034879946472871647,0.0011055933017430145,0.0013349811929715735,0.0,1.0,1.0
0.003250638698285928,0.001470303894108036,0.0011664630805781877,0.0,1.0,1.0
0.0031319607237853143,0.0020800190072837463,0.0007567179068402277,0.0,1.625,1.625
0.0030726217365350055,0.002559179051913262,0.000538873248856773,0.0,2.0,2.0
0.0033915432854892138,0.0027110082846890505,0.0004562909347979044,0.0,2.0,2.0
0.00427894370130791,0.002488456917235469,0.000475684760316337,0.0,2.0,2.0
0.005500294323468085,0.0018806274814732343,0.0006824956475024248,0.0,2.0,2.0
0.0063750871857316,0.0017151613049708212,0.0008455210741232433,0.0279375,2.0,2.0
0.006281985529602826,0.004212490296322405,0.0002712907879045232,0.11175,5.125,5.125
0.005855936153376473,0.005783298768193155,8.762589749034454e-05,0.1025,7.0,7.0
0.005453129992142678,0.0042448110515060635,0.000954604283916728,0.5135625,7.0,7.0
0.0055124689793929855,0.003705400621387971,0.0019680337888778256,0.7345625,7.0,7.0
0.0054296855083945435,0.0037598672450292053,0.0022936724941401863,0.744625,7.0,7.0
0.005275113030391737,0.0037654189502045123,0.0025210836555909504,0.7208125,7.0,7.0
0.005215774043141431,0.004985215353528264,0.002005806857218938,0.5548125,8.875,8.875
0.00553520390157172,0.007087681263062122,0.0006480487056985005,0.0424375,10.0,10.0
