Electricity Load [kwh],Heating Load [kwh],Cooling Load [kwh],Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Wind Speed [m/s](Hourly),Environment:Site Wind Speed [m/s](Hourly)
0.011877588153005093,0.0,0.03626013272195942,0.0,3.25,3.25
0.008686822189230744,0.0,0.0,0.0,3.75,3.75
0.010424128198546791,0.0,0.0,0.0,5.0,5.0
0.008495311850007051,0.0038788148069646717,0.00011062211521895361,0.0,4.416666666666667,4.416666666666667
0.01428176089562626,0.0027851475852218414,0.003845685405249683,0.0,4.0,4.0
0.027783475335404425,0.0012578929003402685,0.019888459561126923,0.0,4.583333333333333,4.583333333333333
0.031687729697372415,0.006126905084852275,0.01929670302739842,0.0,5.0,5.0
0.03593597998563899,0.016508718946388525,0.02012075647898658,0.0,3.8333333333333335,3.8333333333333335
0.04339116992912356,0.014964530396866625,0.021031559397445623,0.0,3.5833333333333335,3.5833333333333335
0.04919996903223545,0.0045284060794815095,0.02175870312652119,0.0,4.0,4.0
0.060434254804797485,0.0025986219134358757,0.02278498162777397,0.0,4.583333333333333,4.583333333333333
0.06577586937625697,0.004566812225615655,0.026457145119674362,0.0,5.0,5.0
0.06180989973451857,0.010315866484490368,0.02867900030766494,0.0,5.0,5.0
0.057470182467458275,0.010109627709979415,0.028205115318495955,0.0,3.8333333333333335,3.8333333333333335
0.05359764973205035,0.004522404361217196,0.0282130699555406,0.0,4.166666666666667,4.166666666666667
0.053737805091546076,0.0015882169147368654,0.026345326471014122,0.0,5.583333333333332,5.583333333333332
0.059264008018240805,0.00528058208101084,0.02534062702679258,0.0,4.833333333333333,4.833333333333333
0.05970449629094162,0.00860987749632296,0.025386164620963027,0.0,4.583333333333333,4.583333333333333
0.05583196355553369,0.010106196482109494,0.025009088436524888,0.0,5.0,5.0
0.05195943082012576,0.01349076385095294,0.025074787842105494,0.0,4.416666666666667,4.416666666666667
0.04808689808471783,0.018322469096167027,0.025516261232712896,0.0,4.583333333333333,4.583333333333333
0.0442143653493099,0.011646633645585363,0.025016112965649036,0.0,5.0,5.0
0.025964772619787885,0.006820353808586961,0.022914895759725926,0.0,4.416666666666667,4.416666666666667
0.012700783573191429,0.009235624817503786,0.021032091401728882,0.0,4.583333333333333,4.583333333333333
0.011465990442911926,0.0,0.041256472713582036,0.0,3.25,3.25
0.008686822189230744,0.0,0.0,0.0,3.166666666666667,3.166666666666667
0.010424128198546791,0.0,0.0,0.0,4.0,4.0
0.008495311850007051,0.004314272321936223,0.0001109398796357682,0.0,4.0,4.0
0.01428176089562626,0.0032656435438508987,0.0,0.0,4.583333333333333,4.583333333333333
0.02906546714617984,0.0011316664211478296,0.021323748329158666,0.0,4.416666666666667,4.416666666666667
0.03288664267041741,0.005825369708133209,0.020122775861602393,0.0,2.8333333333333335,2.8333333333333335
0.03675917540582532,0.01654097006139259,0.020428891236584697,0.0,3.166666666666667,3.166666666666667
0.0442143653493099,0.015230778452217255,0.02168814997529869,0.0,4.0,4.0
0.05002316445242179,0.013650475704412371,0.022130421769367935,0.0,4.0,4.0
0.06157341672509044,0.003863832449013054,0.02299573648244225,0.0,4.0,4.0
0.0670818829149972,0.013089605212092197,0.026753340539834195,0.0,4.583333333333333,4.583333333333333
