Electricity Load [kwh],Heating Load [kwh],Cooling Load [kwh],Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Wind Speed [m/s](Hourly),Environment:Site Wind Speed [m/s](Hourly)
0.0027177459334007717,0.0004330266356797178,0.003140322880109535,0.0,1.9375,1.9375
0.0027177459334007717,0.0005275720386528674,0.0027150580301472803,0.0,2.5,2.5
0.0024809646194858446,0.000628703321968585,0.002500161586361417,0.0,2.1875,2.1875
0.0024809646194858446,0.0006766254373506581,0.0023107028548409805,0.0,2.0,2.0
0.002882537406248412,0.0007292377228579865,0.0021549676737102038,0.0,2.0,2.0
0.004371561121482508,0.0007636533177652761,0.002340196812050494,0.0,2.0,2.0
0.008425840183298587,0.0007332701073958308,0.0029575322219168605,0.0,2.0,2.0
0.011113213506477678,0.005045244851125499,0.0041613342071720886,0.031875,2.0,2.0
0.014269995453638908,0.00026216649338580187,0.0031508493717781988,0.1275,1.375,1.375
0.010568489178463533,0.0004334803936193943,0.0065721632563343025,0.1071875,1.0,1.0
0.005245444443276369,0.0003208984017477003,0.004140701045713702,0.5026875,1.0,1.0
0.0050925824216808005,7.086755421737257e-05,0.002354031149152816,0.4979375,1.0,1.0
0.005002443839949414,2.7000316584124112e-05,0.002323321887851722,0.0388125,1.0,1.0
0.005123134479362029,1.221462342039216e-05,0.005259468930075188,0.1273125,1.0,1.0
0.005139867137193282,1.3266028998669185e-06,0.0033724205158095614,0.50925,1.625,1.625
0.005269745710747448,7.659433475183444e-07,0.0038617235436264894,0.0424375,2.0,2.0
0.006907481935540384,0.00027794821722955095,0.005810828426004087,0.0,2.0,2.0
0.0089372380351858,0.0016458073313254744,0.005174988071974933,0.0,2.0,2.0
0.010721271066979914,9.900458987249204e-05,0.0027682393659560992,0.0,2.0,2.0
0.010142804134590254,0.0002747042822537727,0.006690772798788176,0.0,2.0,2.0
0.010821214737239905,0.0001552427508065836,0.006208358158325506,0.0,1.375,1.375
0.010170111750374373,0.00015925420678620914,0.006374687780561375,0.0,1.0,1.0
0.007119309766168257,0.00020386993641102006,0.005176953383711312,0.0,1.0,1.0
0.0037958367599202777,0.0003168587780616255,0.003700050701619618,0.0,1.0,1.0
0.002650094129425078,0.0004113224157114491,0.003242191499692705,0.0,1.0,1.0
0.002582442325449385,0.00047904032945621006,0.002857645696550833,0.0,1.0,1.0
0.0024809646194858446,0.0005372370445230281,0.002591236030352955,0.0,1.0,1.0
0.0024809646194858446,0.0006118688573874683,0.0024484583024965575,0.0,1.0,1.0
0.002882537406248412,0.0006220133616761864,0.002287869731304474,0.0,1.0,1.0
0.004540690631421741,0.0006405320281822583,0.002742885309289125,0.0,1.0,1.0
0.010046761581251649,0.00046943773280558744,0.004513701962284907,0.0,1.0,1.0
0.012881825490389662,0.0048709216086264065,0.005382801454230426,0.0099375,1.0,1.0
0.011631497687757189,0.0002453220261120035,0.003040480787047374,0.0616875,1.0,1.0
0.010125450828423945,0.0005172193609071676,0.005508702342622598,0.1210625,1.0,1.0
0.005417200972180396,0.00048775201695178903,0.003269318566956345,0.1273125,1.0,1.0
0.00534775995338134,0.00016536424582156177,0.0021660937877815934,0.050875,1.0,1.0
0.005144689777095836,0.00014728083602048018,0.002164991759895754,0.2085,1.0,1.0
0.005294375175949331,9.977148847610272e-05,0.005087474065110635,0.193625,1.0,1.0
0.005359879162046815,8.42287875078009e-05,0.0029648094648241563,0.0793125,0.375,0.375
0.005334820432820233,5.607980012050175e-05,0.003860481548471631,0.25725,0.0,0.0
0.0070205189612799245,0.0003600833970210552,0.0058340548132216835,0.0214375,0.0,0.0
0.00933302262186616,0.0016476750132119005,0.005405438017878415,0.0,0.0,0.0
